AOKF1045_g2_c 	 0.415524 	 cell organization and biogenesis
Contig_9068 	 0.34745 	 transport   
Contig_907 	 0.719729 	 RNA metabolism  
Contig_907 	 0.719729 	 other biological processes 
Contig_9075 	 0.72395 	 DNA metabolism  
Contig_9075 	 0.72395 	 cell cycle and proliferation
Contig_9075 	 0.72395 	 other metabolic processes 
Contig_9076 	 0.860262 	 other metabolic processes 
Contig_9078 	 0.285752 	 RNA metabolism  
Contig_9078 	 0.285752 	 protein metabolism  
Contig_908 	 0.580177 	 RNA metabolism  
Contig_908 	 0.580177 	 other biological processes 
Contig_9081 	 0.768956 	 developmental processes  
Contig_9081 	 0.768956 	 other biological processes 
Contig_9081 	 0.768956 	 other metabolic processes 
Contig_9081 	 0.768956 	 signal transduction  
Contig_9081 	 0.768956 	 stress response  
Contig_9084 	 0.427942 	 other biological processes 
Contig_9084 	 0.427942 	 protein metabolism  
Contig_9085 	 0.509746 	 protein metabolism  
Contig_9091 	 0.483821 	 transport   
Contig_9093 	 1.09274 	 protein metabolism  
Contig_9097 	 0.617118 	 protein metabolism  
Contig_9098 	 0.194718 	 cell organization and biogenesis
Contig_9098 	 0.194718 	 transport   
Contig_91 	 0.755124 	 developmental processes  
Contig_9102 	 0.931219 	 RNA metabolism  
Contig_9102 	 0.931219 	 signal transduction  
Contig_9106 	 0.460407 	 DNA metabolism  
Contig_9106 	 0.460407 	 stress response  
Contig_9107 	 0.487626 	 transport   
Contig_9108 	 0.310118 	 signal transduction  
Contig_9108 	 0.310118 	 transport   
Contig_911 	 0.564212 	 protein metabolism  
Contig_9110 	 0.164851 	 other biological processes 
Contig_9110 	 0.164851 	 other metabolic processes 
Contig_9110 	 0.164851 	 protein metabolism  
Contig_9110 	 0.164851 	 signal transduction  
Contig_9114 	 0.569138 	 RNA metabolism  
Contig_9116 	 0.705028 	 other metabolic processes 
Contig_9116 	 0.705028 	 protein metabolism  
Contig_9124 	 1.02782 	 cell organization and biogenesis
Contig_9124 	 1.02782 	 other biological processes 
Contig_9124 	 1.02782 	 transport   
Contig_9128 	 0.383209 	 RNA metabolism  
Contig_9128 	 0.383209 	 cell organization and biogenesis
Contig_9131 	 0.372417 	 cell cycle and proliferation
Contig_9131 	 0.372417 	 cell organization and biogenesis
Contig_9131 	 0.372417 	 other biological processes 
Contig_9131 	 0.372417 	 protein metabolism  
Contig_9138 	 0.655332 	 other biological processes 
Contig_9140 	 0.901041 	 RNA metabolism  
Contig_9140 	 0.901041 	 cell organization and biogenesis
Contig_9140 	 0.901041 	 other biological processes 
Contig_9140 	 0.901041 	 other metabolic processes 
Contig_9140 	 0.901041 	 protein metabolism  
Contig_9145 	 0.176832 	 transport   
Contig_9146 	 0.880165 	 transport   
Contig_9152 	 0.679587 	 other biological processes 
Contig_9152 	 0.679587 	 other metabolic processes 
Contig_9155 	 0.688974 	 signal transduction  
Contig_9169 	 0.182724 	 RNA metabolism  
Contig_9169 	 0.182724 	 cell cycle and proliferation
Contig_9169 	 0.182724 	 death   
Contig_9169 	 0.182724 	 other biological processes 
Contig_9169 	 0.182724 	 other metabolic processes 
Contig_9169 	 0.182724 	 protein metabolism  
Contig_9169 	 0.182724 	 signal transduction  
Contig_9169 	 0.182724 	 stress response  
Contig_9170 	 0.592903 	 cell adhesion  
Contig_9170 	 0.592903 	 cell organization and biogenesis
Contig_9170 	 0.592903 	 developmental processes  
Contig_9170 	 0.592903 	 other biological processes 
Contig_9170 	 0.592903 	 signal transduction  
Contig_9173 	 0.981755 	 signal transduction  
Contig_9173 	 0.981755 	 transport   
Contig_9174 	 0.478223 	 other biological processes 
Contig_9176 	 0.906386 	 signal transduction  
Contig_9182 	 0.561755 	 RNA metabolism  
Contig_9182 	 0.561755 	 other metabolic processes 
Contig_9184 	 0.658863 	 other metabolic processes 
Contig_9184 	 0.658863 	 stress response  
Contig_9184 	 0.658863 	 transport   
Contig_9185 	 0.558863 	 RNA metabolism  
Contig_9185 	 0.558863 	 cell cycle and proliferation
Contig_9186 	 0.615374 	 other biological processes 
Contig_9186 	 0.615374 	 other metabolic processes 
Contig_9190 	 0.677249 	 RNA metabolism  
Contig_9190 	 0.677249 	 developmental processes  
Contig_9190 	 0.677249 	 other biological processes 
Contig_9190 	 0.677249 	 protein metabolism  
Contig_9190 	 0.677249 	 stress response  
Contig_9193 	 0.698324 	 developmental processes  
Contig_9193 	 0.698324 	 protein metabolism  
Contig_9196 	 0.376291 	 transport   
Contig_9199 	 0.614838 	 cell organization and biogenesis
Contig_9199 	 0.614838 	 other biological processes 
Contig_9199 	 0.614838 	 transport   
Contig_920 	 0.842912 	 other metabolic processes 
Contig_9201 	 0.4323 	 developmental processes  
Contig_9201 	 0.4323 	 other metabolic processes 
Contig_9202 	 0.721378 	 other metabolic processes 
Contig_9203 	 0.851688 	 other biological processes 
Contig_9205 	 0.54491 	 other biological processes 
Contig_9210 	 0.50591 	 protein metabolism  
Contig_9211 	 0.808042 	 other metabolic processes 
Contig_9211 	 0.808042 	 stress response  
Contig_9213 	 0.783596 	 signal transduction  
Contig_9214 	 0.579212 	 RNA metabolism  
Contig_9214 	 0.579212 	 cell cycle and proliferation
Contig_9214 	 0.579212 	 other metabolic processes 
Contig_9214 	 0.579212 	 protein metabolism  
Contig_9216 	 0.324659 	 other metabolic processes 
Contig_9219 	 0.468548 	 DNA metabolism  
Contig_9219 	 0.468548 	 cell organization and biogenesis
Contig_9219 	 0.468548 	 other metabolic processes 
Contig_9219 	 0.468548 	 protein metabolism  
Contig_922 	 0.624365 	 other biological processes 
Contig_9221 	 0.285976 	 DNA metabolism  
Contig_9221 	 0.285976 	 stress response  
Contig_9223 	 0.490056 	 DNA metabolism  
Contig_9223 	 0.490056 	 RNA metabolism  
Contig_9223 	 0.490056 	 cell cycle and proliferation
Contig_9223 	 0.490056 	 cell organization and biogenesis
Contig_9223 	 0.490056 	 other biological processes 
Contig_9223 	 0.490056 	 stress response  
Contig_9227 	 1.13451 	 other biological processes 
Contig_9227 	 1.13451 	 transport   
Contig_9233 	 0.858225 	 transport   
Contig_9234 	 0.537166 	 RNA metabolism  
Contig_9234 	 0.537166 	 protein metabolism  
Contig_9235 	 0.257028 	 other biological processes 
Contig_9236 	 1.09368 	 cell cycle and proliferation
Contig_9236 	 1.09368 	 protein metabolism  
Contig_9236 	 1.09368 	 stress response  
Contig_9241 	 0.264497 	 other metabolic processes 
Contig_9245 	 0.887734 	 cell organization and biogenesis
Contig_9245 	 0.887734 	 cell-cell signaling  
Contig_9245 	 0.887734 	 developmental processes  
Contig_9245 	 0.887734 	 other biological processes 
Contig_9245 	 0.887734 	 other metabolic processes 
Contig_9245 	 0.887734 	 transport   
Contig_9246 	 0.2688 	 cell cycle and proliferation
Contig_9246 	 0.2688 	 cell organization and biogenesis
Contig_9246 	 0.2688 	 other biological processes 
Contig_9248 	 0.597282 	 other metabolic processes 
Contig_925 	 0.831044 	 RNA metabolism  
Contig_925 	 0.831044 	 protein metabolism  
Contig_9252 	 0.466501 	 cell cycle and proliferation
Contig_9252 	 0.466501 	 cell organization and biogenesis
Contig_9252 	 0.466501 	 other biological processes 
Contig_9252 	 0.466501 	 protein metabolism  
Contig_9257 	 0.743161 	 other biological processes 
Contig_9258 	 0.0479672 	 DNA metabolism  
Contig_9258 	 0.0479672 	 cell organization and biogenesis
Contig_9258 	 0.0479672 	 other biological processes 
Contig_9258 	 0.0479672 	 protein metabolism  
Contig_9258 	 0.0479672 	 signal transduction  
Contig_9260 	 0.619254 	 other metabolic processes 
Contig_9260 	 0.619254 	 protein metabolism  
Contig_9263 	 0.239944 	 transport   
Contig_9264 	 0.834828 	 cell cycle and proliferation
Contig_9264 	 0.834828 	 cell organization and biogenesis
Contig_9264 	 0.834828 	 cell-cell signaling  
Contig_9264 	 0.834828 	 developmental processes  
Contig_9264 	 0.834828 	 other biological processes 
Contig_9264 	 0.834828 	 protein metabolism  
Contig_9264 	 0.834828 	 signal transduction  
Contig_9264 	 0.834828 	 stress response  
Contig_9264 	 0.834828 	 transport   
Contig_9265 	 0.855434 	 developmental processes  
Contig_9265 	 0.855434 	 other biological processes 
Contig_9265 	 0.855434 	 other metabolic processes 
Contig_9272 	 0.632289 	 RNA metabolism  
Contig_9272 	 0.632289 	 cell organization and biogenesis
Contig_9272 	 0.632289 	 protein metabolism  
Contig_9275 	 0.649573 	 other biological processes 
Contig_9275 	 0.649573 	 transport   
Contig_9276 	 0.239548 	 other biological processes 
Contig_9276 	 0.239548 	 other metabolic processes 
Contig_9276 	 0.239548 	 stress response  
Contig_9278 	 0.942134 	 cell cycle and proliferation
Contig_9278 	 0.942134 	 cell organization and biogenesis
Contig_9278 	 0.942134 	 other biological processes 
Contig_9278 	 0.942134 	 signal transduction  
Contig_9278 	 0.942134 	 transport   
Contig_928 	 0.517282 	 protein metabolism  
Contig_9281 	 0.289465 	 RNA metabolism  
Contig_9281 	 0.289465 	 cell organization and biogenesis
Contig_9281 	 0.289465 	 death   
Contig_9281 	 0.289465 	 other biological processes 
Contig_9281 	 0.289465 	 other metabolic processes 
Contig_9281 	 0.289465 	 protein metabolism  
Contig_9281 	 0.289465 	 signal transduction  
Contig_9281 	 0.289465 	 stress response  
Contig_9287 	 0.756482 	 other metabolic processes 
Contig_9288 	 0.544266 	 RNA metabolism  
Contig_9288 	 0.544266 	 cell organization and biogenesis
Contig_9288 	 0.544266 	 transport   
Contig_9289 	 0.403682 	 other biological processes 
Contig_9290 	 0.889518 	 RNA metabolism  
Contig_9290 	 0.889518 	 other biological processes 
Contig_9291 	 0.332014 	 transport   
Contig_9294 	 0.407195 	 RNA metabolism  
Contig_9294 	 0.407195 	 other biological processes 
Contig_9297 	 0.359365 	 protein metabolism  
Contig_9298 	 0.566467 	 cell organization and biogenesis
Contig_9299 	 0.305535 	 other metabolic processes 
Contig_93 	 0.558839 	 cell organization and biogenesis
Contig_93 	 0.558839 	 developmental processes  
Contig_93 	 0.558839 	 other biological processes 
Contig_93 	 0.558839 	 other metabolic processes 
Contig_9300 	 0.501677 	 protein metabolism  
Contig_9301 	 0.195349 	 transport   
Contig_9303 	 0.215191 	 other biological processes 
Contig_9303 	 0.215191 	 protein metabolism  
Contig_9305 	 0.439678 	 RNA metabolism  
Contig_9305 	 0.439678 	 other metabolic processes 
Contig_9307 	 0.385895 	 other biological processes 
Contig_9307 	 0.385895 	 signal transduction  
Contig_931 	 0.904627 	 signal transduction  
Contig_931 	 0.904627 	 transport   
Contig_9310 	 0.749686 	 transport   
Contig_9313 	 0.0677154 	 other metabolic processes 
Contig_9315 	 0.310817 	 other metabolic processes 
Contig_9315 	 0.310817 	 transport   
Contig_9316 	 0.299599 	 developmental processes  
Contig_9316 	 0.299599 	 protein metabolism  
Contig_9318 	 0.909789 	 cell adhesion  
Contig_9318 	 0.909789 	 developmental processes  
Contig_9319 	 0.487202 	 signal transduction  
Contig_932 	 0.693409 	 cell adhesion  
Contig_932 	 0.693409 	 other biological processes 
Contig_932 	 0.693409 	 stress response  
Contig_932 	 0.693409 	 transport   
Contig_9320 	 1.02071 	 cell organization and biogenesis
Contig_9320 	 1.02071 	 developmental processes  
Contig_9320 	 1.02071 	 other biological processes 
Contig_9320 	 1.02071 	 stress response  
Contig_9321 	 0.931432 	 other metabolic processes 
Contig_9323 	 0.281623 	 RNA metabolism  
Contig_9325 	 0.578899 	 other metabolic processes 
Contig_9328 	 1.17661 	 signal transduction  
Contig_933 	 0.90557 	 cell adhesion  
Contig_933 	 0.90557 	 other metabolic processes 
Contig_933 	 0.90557 	 stress response  
Contig_9332 	 0.86029 	 other biological processes 
Contig_9332 	 0.86029 	 other metabolic processes 
Contig_9335 	 1.03518 	 cell organization and biogenesis
Contig_9335 	 1.03518 	 cell-cell signaling  
Contig_9335 	 1.03518 	 developmental processes  
Contig_9335 	 1.03518 	 other biological processes 
Contig_9335 	 1.03518 	 protein metabolism  
Contig_9335 	 1.03518 	 signal transduction  
Contig_9336 	 0.769738 	 protein metabolism  
Contig_9337 	 1.14081 	 signal transduction  
Contig_9340 	 0.878873 	 other metabolic processes 
Contig_9342 	 0.536577 	 cell cycle and proliferation
Contig_9342 	 0.536577 	 cell organization and biogenesis
Contig_9342 	 0.536577 	 cell-cell signaling  
Contig_9342 	 0.536577 	 developmental processes  
Contig_9342 	 0.536577 	 other biological processes 
Contig_9342 	 0.536577 	 protein metabolism  
Contig_9346 	 0.968192 	 RNA metabolism  
Contig_9346 	 0.968192 	 developmental processes  
Contig_9346 	 0.968192 	 other biological processes 
Contig_9347 	 0.772474 	 cell-cell signaling  
Contig_9347 	 0.772474 	 other biological processes 
Contig_9347 	 0.772474 	 other metabolic processes 
Contig_9347 	 0.772474 	 transport   
Contig_9348 	 0.614711 	 RNA metabolism  
Contig_9352 	 0.692662 	 other metabolic processes 
Contig_9353 	 0.766733 	 developmental processes  
Contig_9354 	 0.853114 	 RNA metabolism  
Contig_9354 	 0.853114 	 transport   
Contig_9355 	 0.310464 	 DNA metabolism  
Contig_9355 	 0.310464 	 death   
Contig_9355 	 0.310464 	 other biological processes 
Contig_9355 	 0.310464 	 protein metabolism  
Contig_9355 	 0.310464 	 stress response  
Contig_9356 	 0.739335 	 RNA metabolism  
Contig_9356 	 0.739335 	 cell cycle and proliferation
Contig_9356 	 0.739335 	 cell organization and biogenesis
Contig_9356 	 0.739335 	 other biological processes 
Contig_9356 	 0.739335 	 protein metabolism  
Contig_9357 	 0.503481 	 DNA metabolism  
Contig_9357 	 0.503481 	 other metabolic processes 
Contig_9357 	 0.503481 	 stress response  
Contig_936 	 0.829828 	 cell organization and biogenesis
Contig_9364 	 0.83045 	 transport   
Contig_9365 	 1.01741 	 RNA metabolism  
Contig_9365 	 1.01741 	 stress response  
Contig_9366 	 0.783437 	 cell organization and biogenesis
Contig_9366 	 0.783437 	 death   
Contig_9366 	 0.783437 	 signal transduction  
Contig_9367 	 0.812397 	 cell adhesion  
Contig_9367 	 0.812397 	 stress response  
Contig_9368 	 0.825567 	 other metabolic processes 
Contig_9368 	 0.825567 	 signal transduction  
Contig_9368 	 0.825567 	 transport   
Contig_937 	 0.69233 	 protein metabolism  
Contig_9370 	 0.638257 	 other biological processes 
Contig_9370 	 0.638257 	 stress response  
Contig_9372 	 1.11446 	 DNA metabolism  
Contig_9372 	 1.11446 	 protein metabolism  
Contig_9375 	 0.386908 	 other metabolic processes 
Contig_9376 	 0.381859 	 other metabolic processes 
Contig_9378 	 1.08664 	 RNA metabolism  
Contig_9382 	 0.98346 	 cell cycle and proliferation
Contig_9382 	 0.98346 	 cell organization and biogenesis
Contig_9382 	 0.98346 	 other biological processes 
Contig_9382 	 0.98346 	 other metabolic processes 
Contig_9382 	 0.98346 	 signal transduction  
Contig_9382 	 0.98346 	 transport   
Contig_9383 	 0.47651 	 cell organization and biogenesis
Contig_9383 	 0.47651 	 signal transduction  
Contig_9383 	 0.47651 	 transport   
Contig_9384 	 0.875379 	 cell cycle and proliferation
Contig_9384 	 0.875379 	 cell organization and biogenesis
Contig_9384 	 0.875379 	 death   
Contig_9384 	 0.875379 	 developmental processes  
Contig_9384 	 0.875379 	 other biological processes 
Contig_9384 	 0.875379 	 other metabolic processes 
Contig_9384 	 0.875379 	 protein metabolism  
Contig_9384 	 0.875379 	 stress response  
Contig_9385 	 0.522194 	 DNA metabolism  
Contig_9387 	 0.613346 	 cell organization and biogenesis
Contig_9387 	 0.613346 	 developmental processes  
Contig_9387 	 0.613346 	 other biological processes 
Contig_9389 	 0.590001 	 death   
Contig_9389 	 0.590001 	 other biological processes 
Contig_939 	 0.341231 	 other biological processes 
Contig_9390 	 0.515894 	 developmental processes  
Contig_9390 	 0.515894 	 protein metabolism  
