Spi_contig00032 	 0.484363 	 cell cycle and proliferation
Spi_isotig05995 	 1.05456 	 RNA metabolism  
Spi_isotig05998 	 0.293477 	 other biological processes 
Spi_isotig05998 	 0.293477 	 transport   
Spi_isotig05999 	 0.40251 	 protein metabolism  
Spi_isotig06000 	 0.402542 	 other biological processes 
Spi_isotig06000 	 0.402542 	 protein metabolism  
Spi_isotig06000 	 0.402542 	 signal transduction  
Spi_isotig06004 	 0.206821 	 cell adhesion  
Spi_isotig06004 	 0.206821 	 cell cycle and proliferation
Spi_isotig06004 	 0.206821 	 cell organization and biogenesis
Spi_isotig06004 	 0.206821 	 death   
Spi_isotig06004 	 0.206821 	 other biological processes 
Spi_isotig06004 	 0.206821 	 signal transduction  
Spi_isotig06004 	 0.206821 	 stress response  
Spi_isotig06005 	 0.246932 	 other metabolic processes 
Spi_isotig06006 	 0.294948 	 other metabolic processes 
Spi_isotig06007 	 0.454087 	 other metabolic processes 
Spi_isotig06010 	 1.38197 	 cell cycle and proliferation
Spi_isotig06010 	 1.38197 	 developmental processes  
Spi_isotig06010 	 1.38197 	 RNA metabolism  
Spi_isotig06012 	 0.834592 	 DNA metabolism  
Spi_isotig06012 	 0.834592 	 protein metabolism  
Spi_isotig06012 	 0.834592 	 stress response  
Spi_isotig06013 	 0.4729 	 protein metabolism  
Spi_isotig06015 	 0.875358 	 other biological processes 
Spi_isotig06015 	 0.875358 	 other metabolic processes 
Spi_isotig06015 	 0.875358 	 transport   
Spi_isotig06017 	 0.946649 	 cell-cell signaling  
Spi_isotig06017 	 0.946649 	 cell organization and biogenesis
Spi_isotig06017 	 0.946649 	 other biological processes 
Spi_isotig06018 	 0.394055 	 other metabolic processes 
Spi_isotig06019 	 0.297399 	 cell cycle and proliferation
Spi_isotig06019 	 0.297399 	 cell organization and biogenesis
Spi_isotig06019 	 0.297399 	 DNA metabolism  
Spi_isotig06019 	 0.297399 	 other biological processes 
Spi_isotig06021 	 0.514896 	 RNA metabolism  
Spi_isotig06022 	 0.376531 	 cell-cell signaling  
Spi_isotig06022 	 0.376531 	 cell organization and biogenesis
Spi_isotig06022 	 0.376531 	 transport   
Spi_isotig06023 	 0.835863 	 cell cycle and proliferation
Spi_isotig06023 	 0.835863 	 other biological processes 
Spi_isotig06023 	 0.835863 	 other metabolic processes 
Spi_isotig06023 	 0.835863 	 transport   
Spi_isotig06025 	 0.811112 	 other biological processes 
Spi_isotig06025 	 0.811112 	 other metabolic processes 
Spi_isotig06025 	 0.811112 	 RNA metabolism  
Spi_isotig06026 	 0.72149 	 protein metabolism  
Spi_isotig06027 	 0.21679 	 cell organization and biogenesis
Spi_isotig06027 	 0.21679 	 other biological processes 
Spi_isotig06027 	 0.21679 	 signal transduction  
Spi_isotig06028 	 0.470469 	 cell-cell signaling  
Spi_isotig06028 	 0.470469 	 cell organization and biogenesis
Spi_isotig06028 	 0.470469 	 developmental processes  
Spi_isotig06028 	 0.470469 	 other biological processes 
Spi_isotig06028 	 0.470469 	 transport   
Spi_isotig06030 	 0.308625 	 other biological processes 
Spi_isotig06034 	 0.565423 	 developmental processes  
Spi_isotig06034 	 0.565423 	 other biological processes 
Spi_isotig06034 	 0.565423 	 other metabolic processes 
Spi_isotig06035 	 0.296023 	 cell organization and biogenesis
Spi_isotig06035 	 0.296023 	 transport   
Spi_isotig06036 	 0.572496 	 transport   
Spi_isotig06038 	 0.878169 	 other metabolic processes 
Spi_isotig06039 	 0.389131 	 transport   
Spi_isotig06041 	 0.81062 	 cell-cell signaling  
Spi_isotig06041 	 0.81062 	 cell cycle and proliferation
Spi_isotig06041 	 0.81062 	 cell organization and biogenesis
Spi_isotig06041 	 0.81062 	 death   
Spi_isotig06041 	 0.81062 	 developmental processes  
Spi_isotig06041 	 0.81062 	 other biological processes 
Spi_isotig06041 	 0.81062 	 other metabolic processes 
Spi_isotig06041 	 0.81062 	 protein metabolism  
Spi_isotig06041 	 0.81062 	 RNA metabolism  
Spi_isotig06041 	 0.81062 	 signal transduction  
Spi_isotig06041 	 0.81062 	 stress response  
Spi_isotig06043 	 0.680376 	 protein metabolism  
Spi_isotig06044 	 0.924493 	 other metabolic processes 
Spi_isotig06045 	 0.942627 	 cell organization and biogenesis
Spi_isotig06045 	 0.942627 	 other metabolic processes 
Spi_isotig06045 	 0.942627 	 protein metabolism  
Spi_isotig06045 	 0.942627 	 RNA metabolism  
Spi_isotig06045 	 0.942627 	 transport   
Spi_isotig06046 	 0.73237 	 protein metabolism  
Spi_isotig06046 	 0.73237 	 signal transduction  
Spi_isotig06047 	 0.21256 	 cell cycle and proliferation
Spi_isotig06047 	 0.21256 	 cell organization and biogenesis
Spi_isotig06047 	 0.21256 	 other biological processes 
Spi_isotig06047 	 0.21256 	 other metabolic processes 
Spi_isotig06047 	 0.21256 	 protein metabolism  
Spi_isotig06049 	 0.144049 	 other biological processes 
Spi_isotig06049 	 0.144049 	 other metabolic processes 
Spi_isotig06051 	 0.51832 	 cell cycle and proliferation
Spi_isotig06051 	 0.51832 	 DNA metabolism  
Spi_isotig06052 	 0.452893 	 other biological processes 
Spi_isotig06054 	 0.192197 	 developmental processes  
Spi_isotig06054 	 0.192197 	 RNA metabolism  
Spi_isotig06054 	 0.192197 	 signal transduction  
Spi_isotig06055 	 0.391359 	 cell cycle and proliferation
Spi_isotig06055 	 0.391359 	 cell organization and biogenesis
Spi_isotig06055 	 0.391359 	 other biological processes 
Spi_isotig06055 	 0.391359 	 signal transduction  
Spi_isotig06057 	 0.800601 	 other metabolic processes 
Spi_isotig06058 	 0.431906 	 protein metabolism  
Spi_isotig06059 	 1.00591 	 cell cycle and proliferation
Spi_isotig06059 	 1.00591 	 cell organization and biogenesis
Spi_isotig06059 	 1.00591 	 death   
Spi_isotig06059 	 1.00591 	 other biological processes 
Spi_isotig06059 	 1.00591 	 other metabolic processes 
Spi_isotig06059 	 1.00591 	 protein metabolism  
Spi_isotig06059 	 1.00591 	 RNA metabolism  
Spi_isotig06059 	 1.00591 	 signal transduction  
Spi_isotig06059 	 1.00591 	 stress response  
Spi_isotig06061 	 0.589476 	 RNA metabolism  
Spi_isotig06066 	 0.604443 	 death   
Spi_isotig06066 	 0.604443 	 other biological processes 
Spi_isotig06066 	 0.604443 	 other metabolic processes 
Spi_isotig06066 	 0.604443 	 protein metabolism  
Spi_isotig06067 	 0.991484 	 other biological processes 
Spi_isotig06069 	 1.05242 	 RNA metabolism  
Spi_isotig06070 	 0.969727 	 other biological processes 
Spi_isotig06073 	 0.537261 	 protein metabolism  
Spi_isotig06074 	 0.788825 	 RNA metabolism  
Spi_isotig06075 	 0.229714 	 developmental processes  
Spi_isotig06075 	 0.229714 	 protein metabolism  
Spi_isotig06075 	 0.229714 	 RNA metabolism  
Spi_isotig06078 	 0.932115 	 developmental processes  
Spi_isotig06078 	 0.932115 	 signal transduction  
Spi_isotig06079 	 0.430776 	 other metabolic processes 
Spi_isotig06081 	 0.825946 	 DNA metabolism  
Spi_isotig06081 	 0.825946 	 other biological processes 
Spi_isotig06081 	 0.825946 	 stress response  
Spi_isotig06081 	 0.825946 	 transport   
Spi_isotig06082 	 0.319139 	 cell cycle and proliferation
Spi_isotig06082 	 0.319139 	 developmental processes  
Spi_isotig06082 	 0.319139 	 other metabolic processes 
Spi_isotig06082 	 0.319139 	 protein metabolism  
Spi_isotig06082 	 0.319139 	 RNA metabolism  
Spi_isotig06083 	 0.703077 	 protein metabolism  
Spi_isotig06086 	 1.34712 	 cell adhesion  
Spi_isotig06086 	 1.34712 	 death   
Spi_isotig06086 	 1.34712 	 developmental processes  
Spi_isotig06086 	 1.34712 	 other biological processes 
Spi_isotig06089 	 0.354446 	 cell organization and biogenesis
Spi_isotig06089 	 0.354446 	 other metabolic processes 
Spi_isotig06089 	 0.354446 	 stress response  
Spi_isotig06089 	 0.354446 	 transport   
Spi_isotig06090 	 0.643801 	 DNA metabolism  
Spi_isotig06090 	 0.643801 	 RNA metabolism  
Spi_isotig06090 	 0.643801 	 stress response  
Spi_isotig06091 	 0.88479 	 signal transduction  
Spi_isotig06092 	 0.229203 	 signal transduction  
Spi_isotig06092 	 0.229203 	 transport   
Spi_isotig06093 	 0.235152 	 transport   
Spi_isotig06094 	 0.265407 	 transport   
Spi_isotig06095 	 0.363426 	 other biological processes 
Spi_isotig06096 	 0.213643 	 transport   
Spi_isotig06097 	 0.867273 	 RNA metabolism  
Spi_isotig06098 	 0.90099 	 other metabolic processes 
Spi_isotig06099 	 0.231645 	 signal transduction  
Spi_isotig06099 	 0.231645 	 transport   
Spi_isotig06102 	 0.189889 	 developmental processes  
Spi_isotig06102 	 0.189889 	 other biological processes 
Spi_isotig06102 	 0.189889 	 other metabolic processes 
Spi_isotig06102 	 0.189889 	 protein metabolism  
Spi_isotig06102 	 0.189889 	 stress response  
Spi_isotig06103 	 1.19585 	 cell organization and biogenesis
Spi_isotig06103 	 1.19585 	 protein metabolism  
Spi_isotig06103 	 1.19585 	 RNA metabolism  
Spi_isotig06104 	 0.580754 	 protein metabolism  
Spi_isotig06105 	 0.690104 	 other metabolic processes 
Spi_isotig06105 	 0.690104 	 transport   
Spi_isotig06107 	 0.436328 	 RNA metabolism  
Spi_isotig06109 	 0.792573 	 other biological processes 
Spi_isotig06109 	 0.792573 	 other metabolic processes 
Spi_isotig06109 	 0.792573 	 protein metabolism  
Spi_isotig06109 	 0.792573 	 stress response  
Spi_isotig06110 	 0.434098 	 other metabolic processes 
Spi_isotig06111 	 0.281426 	 other biological processes 
Spi_isotig06113 	 0.255629 	 RNA metabolism  
Spi_isotig06116 	 0.932293 	 cell organization and biogenesis
Spi_isotig06116 	 0.932293 	 other biological processes 
Spi_isotig06117 	 0.395217 	 other metabolic processes 
Spi_isotig06118 	 0.535349 	 other metabolic processes 
Spi_isotig06118 	 0.535349 	 protein metabolism  
Spi_isotig06118 	 0.535349 	 signal transduction  
Spi_isotig06118 	 0.535349 	 stress response  
Spi_isotig06122 	 0.912659 	 transport   
Spi_isotig06126 	 0.274036 	 other biological processes 
Spi_isotig06126 	 0.274036 	 other metabolic processes 
Spi_isotig06127 	 0.677297 	 developmental processes  
Spi_isotig06127 	 0.677297 	 other biological processes 
Spi_isotig06129 	 0.40646 	 other metabolic processes 
Spi_isotig06130 	 0.807265 	 protein metabolism  
Spi_isotig06131 	 0.368277 	 other metabolic processes 
Spi_isotig06131 	 0.368277 	 protein metabolism  
Spi_isotig06133 	 0.539986 	 death   
Spi_isotig06133 	 0.539986 	 other biological processes 
Spi_isotig06133 	 0.539986 	 RNA metabolism  
Spi_isotig06136 	 0.293125 	 other biological processes 
Spi_isotig06136 	 0.293125 	 other metabolic processes 
Spi_isotig06138 	 0.987927 	 cell adhesion  
Spi_isotig06138 	 0.987927 	 cell organization and biogenesis
Spi_isotig06139 	 0.300161 	 cell organization and biogenesis
Spi_isotig06139 	 0.300161 	 death   
Spi_isotig06139 	 0.300161 	 protein metabolism  
Spi_isotig06139 	 0.300161 	 signal transduction  
Spi_isotig06140 	 0.674294 	 cell adhesion  
Spi_isotig06140 	 0.674294 	 cell organization and biogenesis
Spi_isotig06140 	 0.674294 	 protein metabolism  
Spi_isotig06140 	 0.674294 	 transport   
Spi_isotig06141 	 0.263492 	 other metabolic processes 
Spi_isotig06141 	 0.263492 	 signal transduction  
Spi_isotig06143 	 0.584311 	 other metabolic processes 
Spi_isotig06143 	 0.584311 	 protein metabolism  
Spi_isotig06145 	 0.578008 	 cell cycle and proliferation
Spi_isotig06145 	 0.578008 	 cell organization and biogenesis
Spi_isotig06145 	 0.578008 	 other biological processes 
Spi_isotig06145 	 0.578008 	 protein metabolism  
Spi_isotig06146 	 0.407968 	 other metabolic processes 
Spi_isotig06147 	 0.380193 	 other biological processes 
Spi_isotig06148 	 0.677031 	 cell organization and biogenesis
Spi_isotig06148 	 0.677031 	 developmental processes  
Spi_isotig06148 	 0.677031 	 other biological processes 
Spi_isotig06148 	 0.677031 	 signal transduction  
Spi_isotig06150 	 0.358633 	 other biological processes 
Spi_isotig06150 	 0.358633 	 RNA metabolism  
Spi_isotig06151 	 0.902451 	 transport   
Spi_isotig06152 	 0.37594 	 other metabolic processes 
Spi_isotig06155 	 0.717377 	 other biological processes 
Spi_isotig06157 	 0.619844 	 other metabolic processes 
Spi_isotig06158 	 0.694611 	 cell-cell signaling  
Spi_isotig06158 	 0.694611 	 protein metabolism  
Spi_isotig06158 	 0.694611 	 RNA metabolism  
Spi_isotig06158 	 0.694611 	 transport   
Spi_isotig06161 	 0.225727 	 cell cycle and proliferation
Spi_isotig06161 	 0.225727 	 cell organization and biogenesis
Spi_isotig06161 	 0.225727 	 DNA metabolism  
Spi_isotig06161 	 0.225727 	 stress response  
Spi_isotig06163 	 0.148305 	 protein metabolism  
Spi_isotig06164 	 0.622452 	 other metabolic processes 
Spi_isotig06166 	 0.519698 	 RNA metabolism  
Spi_isotig06167 	 0.323249 	 stress response  
Spi_isotig06169 	 0.416932 	 signal transduction  
Spi_isotig06169 	 0.416932 	 transport   
Spi_isotig06170 	 0.693962 	 cell cycle and proliferation
Spi_isotig06170 	 0.693962 	 death   
Spi_isotig06170 	 0.693962 	 developmental processes  
Spi_isotig06170 	 0.693962 	 other biological processes 
Spi_isotig06170 	 0.693962 	 other metabolic processes 
Spi_isotig06170 	 0.693962 	 protein metabolism  
Spi_isotig06170 	 0.693962 	 RNA metabolism  
Spi_isotig06170 	 0.693962 	 signal transduction  
Spi_isotig06170 	 0.693962 	 stress response  
Spi_isotig06172 	 0.0837355 	 other metabolic processes 
Spi_isotig06173 	 0.933435 	 developmental processes  
Spi_isotig06173 	 0.933435 	 RNA metabolism  
Spi_isotig06174 	 0.717666 	 protein metabolism  
Spi_isotig06174 	 0.717666 	 RNA metabolism  
Spi_isotig06175 	 0.91844 	 cell organization and biogenesis
Spi_isotig06180 	 0.37228 	 protein metabolism  
Spi_isotig06180 	 0.37228 	 RNA metabolism  
Spi_isotig06181 	 0.671899 	 cell organization and biogenesis
Spi_isotig06181 	 0.671899 	 transport   
Spi_isotig06182 	 0.796965 	 other metabolic processes 
Spi_isotig06182 	 0.796965 	 protein metabolism  
Spi_isotig06182 	 0.796965 	 RNA metabolism  
Spi_isotig06182 	 0.796965 	 signal transduction  
Spi_isotig06183 	 0.764168 	 other metabolic processes 
Spi_isotig06187 	 0.311019 	 transport   
Spi_isotig06190 	 0.787552 	 other biological processes 
Spi_isotig06191 	 0.90681 	 cell cycle and proliferation
Spi_isotig06191 	 0.90681 	 cell organization and biogenesis
Spi_isotig06191 	 0.90681 	 other biological processes 
Spi_isotig06191 	 0.90681 	 other metabolic processes 
Spi_isotig06191 	 0.90681 	 protein metabolism  
Spi_isotig06192 	 0.710863 	 cell adhesion  
Spi_isotig06192 	 0.710863 	 cell cycle and proliferation
Spi_isotig06192 	 0.710863 	 cell organization and biogenesis
Spi_isotig06192 	 0.710863 	 other biological processes 
Spi_isotig06192 	 0.710863 	 transport   
Spi_isotig06194 	 0.388524 	 transport   
Spi_isotig06195 	 1.19837 	 cell adhesion  
Spi_isotig06195 	 1.19837 	 cell cycle and proliferation
Spi_isotig06195 	 1.19837 	 cell organization and biogenesis
Spi_isotig06195 	 1.19837 	 developmental processes  
Spi_isotig06195 	 1.19837 	 other biological processes 
Spi_isotig06195 	 1.19837 	 protein metabolism  
Spi_isotig06195 	 1.19837 	 signal transduction  
Spi_isotig06197 	 0.471575 	 other biological processes 
Spi_isotig06198 	 1.02628 	 other metabolic processes 
Spi_isotig06199 	 0.922069 	 other metabolic processes 
Spi_isotig06199 	 0.922069 	 stress response  
Spi_isotig06201 	 0.570008 	 cell cycle and proliferation
Spi_isotig06201 	 0.570008 	 cell organization and biogenesis
Spi_isotig06201 	 0.570008 	 death   
Spi_isotig06201 	 0.570008 	 developmental processes  
Spi_isotig06201 	 0.570008 	 DNA metabolism  
Spi_isotig06201 	 0.570008 	 other biological processes 
Spi_isotig06201 	 0.570008 	 other metabolic processes 
Spi_isotig06201 	 0.570008 	 protein metabolism  
Spi_isotig06201 	 0.570008 	 RNA metabolism  
Spi_isotig06201 	 0.570008 	 signal transduction  
Spi_isotig06201 	 0.570008 	 stress response  
Spi_isotig06202 	 0.572229 	 cell organization and biogenesis
Spi_isotig06202 	 0.572229 	 other metabolic processes 
Spi_isotig06202 	 0.572229 	 protein metabolism  
Spi_isotig06204 	 0.496183 	 DNA metabolism  
Spi_isotig06206 	 0.322768 	 other metabolic processes 
Spi_isotig06207 	 0.887324 	 other biological processes 
Spi_isotig06208 	 0.287102 	 cell cycle and proliferation
Spi_isotig06208 	 0.287102 	 cell organization and biogenesis
Spi_isotig06208 	 0.287102 	 developmental processes  
Spi_isotig06208 	 0.287102 	 other biological processes 
Spi_isotig06208 	 0.287102 	 protein metabolism  
Spi_isotig06209 	 0.290203 	 other metabolic processes 
Spi_isotig06210 	 0.852968 	 RNA metabolism  
Spi_isotig06213 	 0.650467 	 developmental processes  
Spi_isotig06213 	 0.650467 	 other metabolic processes 
Spi_isotig06213 	 0.650467 	 stress response  
Spi_isotig06214 	 0.525932 	 transport   
Spi_isotig06215 	 0.718091 	 cell cycle and proliferation
Spi_isotig06215 	 0.718091 	 developmental processes  
Spi_isotig06215 	 0.718091 	 other metabolic processes 
Spi_isotig06215 	 0.718091 	 protein metabolism  
Spi_isotig06215 	 0.718091 	 signal transduction  
Spi_isotig06219 	 0.794011 	 other metabolic processes 
Spi_isotig06220 	 1.13759 	 death   
Spi_isotig06221 	 0.888163 	 death   
Spi_isotig06221 	 0.888163 	 developmental processes  
Spi_isotig06221 	 0.888163 	 other metabolic processes 
Spi_isotig06221 	 0.888163 	 protein metabolism  
Spi_isotig06221 	 0.888163 	 signal transduction  
Spi_isotig06222 	 0.735997 	 other biological processes 
Spi_isotig06222 	 0.735997 	 other metabolic processes 
Spi_isotig06223 	 0.67187 	 other biological processes 
Spi_isotig06223 	 0.67187 	 signal transduction  
Spi_isotig06223 	 0.67187 	 transport   
Spi_isotig06225 	 0.385172 	 other biological processes 
Spi_isotig06226 	 1.23956 	 cell cycle and proliferation
Spi_isotig06226 	 1.23956 	 developmental processes  
Spi_isotig06226 	 1.23956 	 other biological processes 
Spi_isotig06226 	 1.23956 	 RNA metabolism  
Spi_isotig06229 	 0.373413 	 transport   
Spi_isotig06237 	 0.877829 	 death   
