Locus_10004_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_10976 	 0.230119 	 transport    
Locus_57010_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_51317 	 0.36376 	 other metabolic processes 
Locus_57012_Transcript_1/1_Confidence_1.000_Length_292_transcripts_v2_47473 	 0.847984 	 signal transduction  
Locus_57012_Transcript_1/1_Confidence_1.000_Length_292_transcripts_v2_47473 	 0.847984 	 transport   
Locus_57013_Transcript_1/1_Confidence_1.000_Length_251_transcripts_v2_48350 	 0.262413 	 cell organization and biogenesis
Locus_57019_Transcript_1/1_Confidence_1.000_Length_202_transcripts_v2_50626 	 1.57125 	 protein metabolism  
Locus_57022_Transcript_1/1_Confidence_1.000_Length_494_transcripts_v2_45943 	 0.127359 	 RNA metabolism  
Locus_57024_Transcript_1/1_Confidence_1.000_Length_461_transcripts_v2_46068 	 0.55376 	 cell organization and biogenesis
Locus_57024_Transcript_1/1_Confidence_1.000_Length_461_transcripts_v2_46068 	 0.55376 	 developmental processes  
Locus_57024_Transcript_1/1_Confidence_1.000_Length_461_transcripts_v2_46068 	 0.55376 	 other biological processes 
Locus_57024_Transcript_1/1_Confidence_1.000_Length_461_transcripts_v2_46068 	 0.55376 	 other metabolic processes 
Locus_57024_Transcript_1/1_Confidence_1.000_Length_461_transcripts_v2_46068 	 0.55376 	 signal transduction  
Locus_57024_Transcript_1/1_Confidence_1.000_Length_461_transcripts_v2_46068 	 0.55376 	 transport   
Locus_57026_Transcript_1/1_Confidence_1.000_Length_187_transcripts_v2_51850 	 0.225832 	 developmental processes  
Locus_57026_Transcript_1/1_Confidence_1.000_Length_187_transcripts_v2_51850 	 0.225832 	 other metabolic processes 
Locus_57026_Transcript_1/1_Confidence_1.000_Length_187_transcripts_v2_51850 	 0.225832 	 signal transduction  
Locus_57027_Transcript_1/1_Confidence_1.000_Length_265_transcripts_v2_47995 	 0.18257 	 other biological processes 
Locus_57027_Transcript_1/1_Confidence_1.000_Length_265_transcripts_v2_47995 	 0.18257 	 other metabolic processes 
Locus_57032_Transcript_1/1_Confidence_1.000_Length_165_transcripts_v2_54690 	 0.614837 	 other metabolic processes 
Locus_57032_Transcript_1/1_Confidence_1.000_Length_165_transcripts_v2_54690 	 0.614837 	 transport   
Locus_57039_Transcript_1/1_Confidence_1.000_Length_372_transcripts_v2_46599 	 0.893206 	 other biological processes 
Locus_57043_Transcript_1/1_Confidence_1.000_Length_273_transcripts_v2_47816 	 0.97684 	 transport   
Locus_57046_Transcript_1/1_Confidence_1.000_Length_211_transcripts_v2_50014 	 0.674561 	 RNA metabolism  
Locus_57046_Transcript_1/1_Confidence_1.000_Length_211_transcripts_v2_50014 	 0.674561 	 cell adhesion  
Locus_57046_Transcript_1/1_Confidence_1.000_Length_211_transcripts_v2_50014 	 0.674561 	 other biological processes 
Locus_57062_Transcript_1/1_Confidence_1.000_Length_168_transcripts_v2_54219 	 0 	 other biological processes 
Locus_57062_Transcript_1/1_Confidence_1.000_Length_168_transcripts_v2_54219 	 0 	 signal transduction  
Locus_57072_Transcript_1/1_Confidence_1.000_Length_376_transcripts_v2_46570 	 0.460321 	 transport   
Locus_57074_Transcript_1/1_Confidence_1.000_Length_491_transcripts_v2_45954 	 0.844276 	 cell cycle and proliferation
Locus_57074_Transcript_1/1_Confidence_1.000_Length_491_transcripts_v2_45954 	 0.844276 	 developmental processes  
Locus_57074_Transcript_1/1_Confidence_1.000_Length_491_transcripts_v2_45954 	 0.844276 	 other biological processes 
Locus_57074_Transcript_1/1_Confidence_1.000_Length_491_transcripts_v2_45954 	 0.844276 	 other metabolic processes 
Locus_57074_Transcript_1/1_Confidence_1.000_Length_491_transcripts_v2_45954 	 0.844276 	 protein metabolism  
Locus_57074_Transcript_1/1_Confidence_1.000_Length_491_transcripts_v2_45954 	 0.844276 	 stress response  
Locus_57074_Transcript_1/1_Confidence_1.000_Length_491_transcripts_v2_45954 	 0.844276 	 transport   
Locus_5707_Transcript_1/1_Confidence_1.000_Length_1088_transcripts_v2_45057 	 0.574798 	 other metabolic processes 
Locus_57085_Transcript_1/1_Confidence_1.000_Length_192_transcripts_v2_51414 	 0.748082 	 protein metabolism  
Locus_57090_Transcript_1/1_Confidence_1.000_Length_231_transcripts_v2_49018 	 0 	 RNA metabolism  
Locus_57090_Transcript_1/1_Confidence_1.000_Length_231_transcripts_v2_49018 	 0 	 cell organization and biogenesis
Locus_57090_Transcript_1/1_Confidence_1.000_Length_231_transcripts_v2_49018 	 0 	 other metabolic processes 
Locus_57090_Transcript_1/1_Confidence_1.000_Length_231_transcripts_v2_49018 	 0 	 protein metabolism  
Locus_57091_Transcript_1/1_Confidence_1.000_Length_164_transcripts_v2_54845 	 0.377588 	 other metabolic processes 
Locus_57092_Transcript_1/1_Confidence_1.000_Length_248_transcripts_v2_48433 	 0.601044 	 cell organization and biogenesis
Locus_57093_Transcript_1/1_Confidence_1.000_Length_283_transcripts_v2_47614 	 0.24696 	 other metabolic processes 
Locus_57096_Transcript_1/1_Confidence_1.000_Length_226_transcripts_v2_49218 	 0.347456 	 RNA metabolism  
Locus_57096_Transcript_1/1_Confidence_1.000_Length_226_transcripts_v2_49218 	 0.347456 	 cell cycle and proliferation
Locus_57096_Transcript_1/1_Confidence_1.000_Length_226_transcripts_v2_49218 	 0.347456 	 other metabolic processes 
Locus_57100_Transcript_1/1_Confidence_1.000_Length_212_transcripts_v2_49955 	 0.528286 	 RNA metabolism  
Locus_57100_Transcript_1/1_Confidence_1.000_Length_212_transcripts_v2_49955 	 0.528286 	 cell organization and biogenesis
Locus_57100_Transcript_1/1_Confidence_1.000_Length_212_transcripts_v2_49955 	 0.528286 	 protein metabolism  
Locus_57105_Transcript_1/1_Confidence_1.000_Length_170_transcripts_v2_53901 	 0.654359 	 other biological processes 
Locus_5710_Transcript_1/1_Confidence_1.000_Length_1088_transcripts_v2_45058 	 0.368101 	 cell organization and biogenesis
Locus_5710_Transcript_1/1_Confidence_1.000_Length_1088_transcripts_v2_45058 	 0.368101 	 protein metabolism  
Locus_57118_Transcript_1/1_Confidence_1.000_Length_379_transcripts_v2_46547 	 0.688219 	 other biological processes 
Locus_57118_Transcript_1/1_Confidence_1.000_Length_379_transcripts_v2_46547 	 0.688219 	 protein metabolism  
Locus_57118_Transcript_1/1_Confidence_1.000_Length_379_transcripts_v2_46547 	 0.688219 	 stress response  
Locus_57119_Transcript_1/1_Confidence_1.000_Length_311_transcripts_v2_47219 	 0.953795 	 RNA metabolism  
Locus_57119_Transcript_1/1_Confidence_1.000_Length_311_transcripts_v2_47219 	 0.953795 	 cell organization and biogenesis
Locus_57119_Transcript_1/1_Confidence_1.000_Length_311_transcripts_v2_47219 	 0.953795 	 cell-cell signaling  
Locus_57119_Transcript_1/1_Confidence_1.000_Length_311_transcripts_v2_47219 	 0.953795 	 death   
Locus_57119_Transcript_1/1_Confidence_1.000_Length_311_transcripts_v2_47219 	 0.953795 	 developmental processes  
Locus_57119_Transcript_1/1_Confidence_1.000_Length_311_transcripts_v2_47219 	 0.953795 	 other biological processes 
Locus_57119_Transcript_1/1_Confidence_1.000_Length_311_transcripts_v2_47219 	 0.953795 	 other metabolic processes 
Locus_57119_Transcript_1/1_Confidence_1.000_Length_311_transcripts_v2_47219 	 0.953795 	 protein metabolism  
Locus_57119_Transcript_1/1_Confidence_1.000_Length_311_transcripts_v2_47219 	 0.953795 	 signal transduction  
Locus_57122_Transcript_1/1_Confidence_1.000_Length_258_transcripts_v2_48152 	 0.423209 	 transport   
Locus_57127_Transcript_1/1_Confidence_1.000_Length_419_transcripts_v2_46278 	 0.353367 	 cell cycle and proliferation
Locus_57127_Transcript_1/1_Confidence_1.000_Length_419_transcripts_v2_46278 	 0.353367 	 signal transduction  
Locus_57128_Transcript_1/1_Confidence_1.000_Length_207_transcripts_v2_50261 	 0.933355 	 other biological processes 
Locus_57128_Transcript_1/1_Confidence_1.000_Length_207_transcripts_v2_50261 	 0.933355 	 signal transduction  
Locus_57132_Transcript_1/1_Confidence_1.000_Length_457_transcripts_v2_46087 	 0.255553 	 RNA metabolism  
Locus_57132_Transcript_1/1_Confidence_1.000_Length_457_transcripts_v2_46087 	 0.255553 	 cell cycle and proliferation
Locus_57132_Transcript_1/1_Confidence_1.000_Length_457_transcripts_v2_46087 	 0.255553 	 cell organization and biogenesis
Locus_57132_Transcript_1/1_Confidence_1.000_Length_457_transcripts_v2_46087 	 0.255553 	 other biological processes 
Locus_57132_Transcript_1/1_Confidence_1.000_Length_457_transcripts_v2_46087 	 0.255553 	 protein metabolism  
Locus_57132_Transcript_1/1_Confidence_1.000_Length_457_transcripts_v2_46087 	 0.255553 	 transport   
Locus_57135_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50904 	 0.793903 	 protein metabolism  
Locus_57139_Transcript_1/1_Confidence_1.000_Length_181_transcripts_v2_52479 	 0 	 cell cycle and proliferation
Locus_57139_Transcript_1/1_Confidence_1.000_Length_181_transcripts_v2_52479 	 0 	 cell organization and biogenesis
Locus_57139_Transcript_1/1_Confidence_1.000_Length_181_transcripts_v2_52479 	 0 	 other biological processes 
Locus_57139_Transcript_1/1_Confidence_1.000_Length_181_transcripts_v2_52479 	 0 	 transport   
Locus_57144_Transcript_1/1_Confidence_1.000_Length_168_transcripts_v2_54221 	 1.0658 	 other biological processes 
Locus_57144_Transcript_1/1_Confidence_1.000_Length_168_transcripts_v2_54221 	 1.0658 	 other metabolic processes 
Locus_57144_Transcript_1/1_Confidence_1.000_Length_168_transcripts_v2_54221 	 1.0658 	 transport   
Locus_57145_Transcript_3/3_Confidence_0.571_Length_932_transcripts_v2_45151 	 0.274647 	 cell adhesion  
Locus_57146_Transcript_1/1_Confidence_1.000_Length_218_transcripts_v2_49627 	 0.192109 	 cell adhesion  
Locus_57146_Transcript_1/1_Confidence_1.000_Length_218_transcripts_v2_49627 	 0.192109 	 signal transduction  
Locus_57148_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50548 	 0.992457 	 signal transduction  
Locus_57153_Transcript_1/1_Confidence_1.000_Length_319_transcripts_v2_47111 	 0.143951 	 transport   
Locus_57166_Transcript_1/1_Confidence_1.000_Length_232_transcripts_v2_48983 	 0.380726 	 DNA metabolism  
Locus_57166_Transcript_1/1_Confidence_1.000_Length_232_transcripts_v2_48983 	 0.380726 	 other biological processes 
Locus_57166_Transcript_1/1_Confidence_1.000_Length_232_transcripts_v2_48983 	 0.380726 	 stress response  
Locus_57175_Transcript_1/1_Confidence_1.000_Length_413_transcripts_v2_46311 	 0.560304 	 transport   
Locus_57179_Transcript_1/1_Confidence_1.000_Length_190_transcripts_v2_51561 	 0.43675 	 DNA metabolism  
Locus_57179_Transcript_1/1_Confidence_1.000_Length_190_transcripts_v2_51561 	 0.43675 	 RNA metabolism  
Locus_57179_Transcript_1/1_Confidence_1.000_Length_190_transcripts_v2_51561 	 0.43675 	 developmental processes  
Locus_57179_Transcript_1/1_Confidence_1.000_Length_190_transcripts_v2_51561 	 0.43675 	 stress response  
Locus_57184_Transcript_1/1_Confidence_1.000_Length_336_transcripts_v2_46913 	 0 	 transport   
Locus_57186_Transcript_1/1_Confidence_1.000_Length_318_transcripts_v2_47123 	 0.789762 	 other metabolic processes 
Locus_57186_Transcript_1/1_Confidence_1.000_Length_318_transcripts_v2_47123 	 0.789762 	 protein metabolism  
Locus_57188_Transcript_1/1_Confidence_1.000_Length_192_transcripts_v2_51416 	 0.0891068 	 developmental processes  
Locus_57188_Transcript_1/1_Confidence_1.000_Length_192_transcripts_v2_51416 	 0.0891068 	 other biological processes 
Locus_57188_Transcript_1/1_Confidence_1.000_Length_192_transcripts_v2_51416 	 0.0891068 	 protein metabolism  
Locus_57190_Transcript_1/1_Confidence_1.000_Length_220_transcripts_v2_49516 	 0 	 other metabolic processes 
Locus_57191_Transcript_1/1_Confidence_1.000_Length_290_transcripts_v2_47498 	 0.107859 	 transport   
Locus_57192_Transcript_1/1_Confidence_1.000_Length_206_transcripts_v2_50351 	 0.466227 	 other metabolic processes 
Locus_57193_Transcript_1/1_Confidence_1.000_Length_295_transcripts_v2_47416 	 0.6407 	 RNA metabolism  
Locus_57193_Transcript_1/1_Confidence_1.000_Length_295_transcripts_v2_47416 	 0.6407 	 cell organization and biogenesis
Locus_57193_Transcript_1/1_Confidence_1.000_Length_295_transcripts_v2_47416 	 0.6407 	 death   
Locus_57193_Transcript_1/1_Confidence_1.000_Length_295_transcripts_v2_47416 	 0.6407 	 other biological processes 
Locus_57196_Transcript_1/1_Confidence_1.000_Length_215_transcripts_v2_49786 	 0 	 RNA metabolism  
Locus_57197_Transcript_1/1_Confidence_1.000_Length_706_transcripts_v2_45432 	 0.257305 	 transport   
Locus_57199_Transcript_1/1_Confidence_1.000_Length_321_transcripts_v2_47082 	 0.290093 	 other biological processes 
Locus_57199_Transcript_1/1_Confidence_1.000_Length_321_transcripts_v2_47082 	 0.290093 	 protein metabolism  
Locus_57199_Transcript_1/1_Confidence_1.000_Length_321_transcripts_v2_47082 	 0.290093 	 signal transduction  
Locus_57203_Transcript_1/1_Confidence_1.000_Length_183_transcripts_v2_52264 	 0.876217 	 developmental processes  
Locus_57204_Transcript_1/1_Confidence_1.000_Length_252_transcripts_v2_48313 	 0.707154 	 cell organization and biogenesis
Locus_57207_Transcript_1/1_Confidence_1.000_Length_469_transcripts_v2_46032 	 0.388432 	 cell organization and biogenesis
Locus_57207_Transcript_1/1_Confidence_1.000_Length_469_transcripts_v2_46032 	 0.388432 	 other metabolic processes 
Locus_57207_Transcript_1/1_Confidence_1.000_Length_469_transcripts_v2_46032 	 0.388432 	 protein metabolism  
Locus_57207_Transcript_1/1_Confidence_1.000_Length_469_transcripts_v2_46032 	 0.388432 	 signal transduction  
Locus_57209_Transcript_1/1_Confidence_1.000_Length_164_transcripts_v2_54846 	 0.269398 	 RNA metabolism  
Locus_57209_Transcript_1/1_Confidence_1.000_Length_164_transcripts_v2_54846 	 0.269398 	 cell organization and biogenesis
Locus_57209_Transcript_1/1_Confidence_1.000_Length_164_transcripts_v2_54846 	 0.269398 	 death   
Locus_57209_Transcript_1/1_Confidence_1.000_Length_164_transcripts_v2_54846 	 0.269398 	 other biological processes 
Locus_5721_Transcript_1/1_Confidence_1.000_Length_209_transcripts_v2_50099 	 0.488383 	 RNA metabolism  
Locus_5721_Transcript_1/1_Confidence_1.000_Length_209_transcripts_v2_50099 	 0.488383 	 transport   
Locus_57226_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50906 	 0.463881 	 developmental processes  
Locus_57226_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50906 	 0.463881 	 other biological processes 
Locus_57226_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50906 	 0.463881 	 other metabolic processes 
Locus_57226_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50906 	 0.463881 	 protein metabolism  
Locus_57226_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_50906 	 0.463881 	 signal transduction  
Locus_57231_Transcript_1/1_Confidence_1.000_Length_233_transcripts_v2_48947 	 0.836273 	 DNA metabolism  
Locus_57231_Transcript_1/1_Confidence_1.000_Length_233_transcripts_v2_48947 	 0.836273 	 cell organization and biogenesis
Locus_57231_Transcript_1/1_Confidence_1.000_Length_233_transcripts_v2_48947 	 0.836273 	 death   
Locus_57233_Transcript_1/1_Confidence_1.000_Length_187_transcripts_v2_51854 	 0.326398 	 other metabolic processes 
Locus_57235_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50549 	 1.40113 	 cell adhesion  
Locus_57235_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50549 	 1.40113 	 cell organization and biogenesis
Locus_57235_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50549 	 1.40113 	 death   
Locus_57235_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50549 	 1.40113 	 developmental processes  
Locus_57235_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50549 	 1.40113 	 other biological processes 
Locus_57235_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50549 	 1.40113 	 other metabolic processes 
Locus_57235_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50549 	 1.40113 	 protein metabolism  
Locus_57235_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_50549 	 1.40113 	 signal transduction  
Locus_57240_Transcript_1/1_Confidence_1.000_Length_213_transcripts_v2_49903 	 0.945023 	 developmental processes  
Locus_57243_Transcript_1/1_Confidence_1.000_Length_693_transcripts_v2_45459 	 0.260511 	 other metabolic processes 
Locus_57243_Transcript_1/1_Confidence_1.000_Length_693_transcripts_v2_45459 	 0.260511 	 protein metabolism  
Locus_57243_Transcript_1/1_Confidence_1.000_Length_693_transcripts_v2_45459 	 0.260511 	 signal transduction  
Locus_57247_Transcript_1/1_Confidence_1.000_Length_208_transcripts_v2_50195 	 0.995261 	 RNA metabolism  
Locus_57247_Transcript_1/1_Confidence_1.000_Length_208_transcripts_v2_50195 	 0.995261 	 cell organization and biogenesis
Locus_57247_Transcript_1/1_Confidence_1.000_Length_208_transcripts_v2_50195 	 0.995261 	 other metabolic processes 
Locus_57248_Transcript_1/1_Confidence_1.000_Length_199_transcripts_v2_50837 	 0.982826 	 other metabolic processes 
Locus_57254_Transcript_1/1_Confidence_1.000_Length_488_transcripts_v2_45968 	 0.793835 	 other metabolic processes 
Locus_57254_Transcript_1/1_Confidence_1.000_Length_488_transcripts_v2_45968 	 0.793835 	 transport   
Locus_57256_Transcript_1/1_Confidence_1.000_Length_255_transcripts_v2_48223 	 0.85863 	 other biological processes 
Locus_57256_Transcript_1/1_Confidence_1.000_Length_255_transcripts_v2_48223 	 0.85863 	 other metabolic processes 
Locus_57256_Transcript_1/1_Confidence_1.000_Length_255_transcripts_v2_48223 	 0.85863 	 transport   
Locus_57263_Transcript_1/1_Confidence_1.000_Length_398_transcripts_v2_46414 	 0.68463 	 other biological processes 
Locus_57263_Transcript_1/1_Confidence_1.000_Length_398_transcripts_v2_46414 	 0.68463 	 protein metabolism  
Locus_57264_Transcript_1/1_Confidence_1.000_Length_246_transcripts_v2_48499 	 0.781164 	 developmental processes  
Locus_57264_Transcript_1/1_Confidence_1.000_Length_246_transcripts_v2_48499 	 0.781164 	 other biological processes 
